var_smoothing,Accuracy,Training Time (sec),Accuracy (%)
1e-12,0.19399975307625827,0.6585385799407959,19.399975307625827
1e-10,0.19399975307625827,0.6132316589355469,19.399975307625827
1e-09,0.19399975307625827,0.656583309173584,19.399975307625827
1e-08,0.19399975307625827,0.6718564033508301,19.399975307625827
1e-07,0.19399975307625827,0.605217695236206,19.399975307625827
