max_depth,Accuracy,Training Time (sec),Accuracy (%)
5.0,0.3966006831556854,16.958736419677734,39.660068315568545
10.0,0.6065270175727396,27.727972745895386,60.65270175727397
15.0,0.7505658669081032,40.037206411361694,75.05658669081032
20.0,0.7848059590929668,46.24083399772644,78.48059590929668
25.0,0.7911025145067698,48.7130401134491,79.11025145067698
30.0,0.7941479073212889,50.98754858970642,79.41479073212889
,0.795094448331207,50.199604511260986,79.5094448331207
