C,Accuracy,Training_Time
0.1,0.6520021400057615,134.94147968292236
1.0,0.6718795012140417,846.9308743476868
10.0,0.6749248940285608,1128.7050845623016
100.0,0.6682991069591341,2174.4927048683167
