accuracy,loss,val_accuracy,val_loss
0.22601471841335297,2.005709409713745,0.2715020477771759,1.9402318000793457
0.2814188003540039,1.8574742078781128,0.34783950448036194,1.7055405378341675
0.33601266145706177,1.7220863103866577,0.37536007165908813,1.625956416130066
0.3762024939060211,1.6193768978118896,0.40843620896339417,1.5276628732681274
0.3637918531894684,1.6415635347366333,0.41301441192626953,1.4907076358795166
0.24630896747112274,1.9384028911590576,0.22654320299625397,2.0072314739227295
0.23268944025039673,1.9711101055145264,0.27530863881111145,1.826357364654541
0.2862158417701721,1.8392778635025024,0.33595678210258484,1.7255165576934814
0.3098667562007904,1.8258391618728638,0.23539094626903534,1.9860060214996338
0.27232626080513,1.8629491329193115,0.2788065969944,1.8726022243499756
0.296735942363739,1.8064581155776978,0.30509260296821594,1.785175085067749
0.33653995394706726,1.7229136228561401,0.3516460955142975,1.6760104894638062
0.35592108964920044,1.6821588277816772,0.3881172835826874,1.6279617547988892
0.3597535789012909,1.6623246669769287,0.39552468061447144,1.5650660991668701
0.37979063391685486,1.602501630783081,0.4261316955089569,1.5135890245437622
