accuracy,loss,val_accuracy,val_loss
0.5317531824111938,1.3232767581939697,0.6681069731712341,1.0095109939575195
0.6398348808288574,1.082898497581482,0.7048354148864746,0.8799561262130737
0.6772081851959229,0.9192101955413818,0.7531378865242004,0.8454344868659973
0.695046067237854,0.8403491973876953,0.7758230566978455,0.7211801409721375
0.7158418893814087,0.7990984320640564,0.7898662686347961,0.7323708534240723
0.726824939250946,0.7889994978904724,0.7997942566871643,0.678149402141571
0.7412804365158081,0.738694965839386,0.797016441822052,0.626239001750946
0.7406759858131409,0.75033038854599,0.8192386627197266,0.582604169845581
0.7435824871063232,0.745241641998291,0.8027263283729553,0.6584195494651794
0.7548999190330505,0.6943577527999878,0.812808632850647,0.6524328589439392
0.7595426440238953,0.726631760597229,0.8319959044456482,0.5417833924293518
0.7673105597496033,0.6562325954437256,0.8083333373069763,0.6295710802078247
0.7687380909919739,0.6758601665496826,0.8221193552017212,0.4576210677623749
0.7718889713287354,0.663067102432251,0.8409464955329895,0.501704216003418
0.7793739438056946,0.6674071550369263,0.8510288000106812,0.5948647856712341
0.7779849767684937,0.6635534167289734,0.8456275463104248,0.4850124716758728
0.7893281579017639,0.5895137786865234,0.8454217910766602,0.43154674768447876
0.7929420471191406,0.5774932503700256,0.8208333253860474,0.7200629115104675
0.7853798866271973,0.6301735639572144,0.8529320955276489,0.38676998019218445
0.803899347782135,0.5305864214897156,0.8564814925193787,0.43481454253196716
0.7955141663551331,0.6067546010017395,0.8655349612236023,0.36758989095687866
0.8029090762138367,0.5950595140457153,0.8682613372802734,0.3786960542201996
0.8091851472854614,0.5181113481521606,0.8551954627037048,0.41401320695877075
0.8118730187416077,0.5176385641098022,0.8699073791503906,0.3676888942718506
0.8129790425300598,0.5059065818786621,0.8729938268661499,0.38193854689598083
0.8151654005050659,0.5221868753433228,0.8763889074325562,0.3562251031398773
0.812721848487854,0.5427608489990234,0.8676954507827759,0.6367756724357605
0.8089536428451538,0.5987688302993774,0.8684670925140381,0.4191015064716339
0.8180976510047913,0.5147823095321655,0.8800411820411682,0.3233489394187927
0.8234348297119141,0.5125895738601685,0.8494855761528015,0.5011140704154968
0.8176989555358887,0.5231859087944031,0.8808127641677856,0.4481189548969269
0.8211713433265686,0.5311177372932434,0.8764917850494385,0.4407906234264374
0.823936402797699,0.48561471700668335,0.8684670925140381,0.3718419075012207
0.8266757726669312,0.4709070026874542,0.8927469253540039,0.31600916385650635
0.8265857100486755,0.4935944974422455,0.8771090507507324,0.34305503964424133
0.8238335251808167,0.5195170044898987,0.8803498148918152,0.35093504190444946
0.8270487189292908,0.4875554144382477,0.8889917731285095,0.28544512391090393
0.8333890438079834,0.44732388854026794,0.8785493969917297,0.34154385328292847
0.8347136974334717,0.4600362479686737,0.8846707940101624,0.2909476161003113
0.8322058916091919,0.4676283001899719,0.8943930268287659,0.2822352349758148
0.8356010913848877,0.4880547821521759,0.8847736716270447,0.3098543882369995
0.839780867099762,0.4423893988132477,0.8865740895271301,0.29302507638931274
0.8389063477516174,0.435139536857605,0.8986625671386719,0.30679503083229065
0.8402310013771057,0.44007641077041626,0.8969650268554688,0.29429811239242554
0.841697096824646,0.46062231063842773,0.893415629863739,0.27512326836586
0.8349195122718811,0.5661605596542358,0.8878600597381592,0.296695739030838
0.8434590101242065,0.41143569350242615,0.8965020775794983,0.3050635755062103
0.8362312912940979,0.4861179292201996,0.8967592716217041,0.3065454065799713
0.842275857925415,0.4396737217903137,0.899331271648407,0.2696707248687744
0.8482174873352051,0.4074234068393707,0.9027263522148132,0.2859611213207245
0.8441148996353149,0.459648072719574,0.866769552230835,0.34680697321891785
0.8491820693016052,0.40952008962631226,0.869392991065979,0.42657366394996643
0.8449251651763916,0.4420184791088104,0.9002057909965515,0.2644073963165283
0.8513554930686951,0.3916722536087036,0.9020575881004333,0.2507633566856384
0.8525515794754028,0.380126416683197,0.9056069850921631,0.2519339621067047
0.8559982776641846,0.37067604064941406,0.9003086686134338,0.25759878754615784
0.8500437140464783,0.41353529691696167,0.9038580060005188,0.25166940689086914
0.8488991260528564,0.4248301684856415,0.9078189134597778,0.2456536889076233
0.8540691137313843,0.3922630250453949,0.9022634029388428,0.2446558028459549
0.8460183143615723,0.47500184178352356,0.9122427701950073,0.23628142476081848
0.855406641960144,0.39974308013916016,0.9050925970077515,0.2434827834367752
0.8596892952919006,0.369570255279541,0.9065329432487488,0.2438642531633377
0.8554452657699585,0.3935736417770386,0.9033436179161072,0.25299522280693054
0.8600751161575317,0.36628031730651855,0.9091049432754517,0.23024462163448334
0.8567441701889038,0.3979822099208832,0.9097222089767456,0.24046313762664795
0.861708402633667,0.3674357235431671,0.9058641791343689,0.24001997709274292
0.8461983799934387,0.46316611766815186,0.912860095500946,0.23316305875778198
0.8612840175628662,0.37217605113983154,0.89902263879776,0.2999478876590729
0.8576058149337769,0.3979441821575165,0.9001542925834656,0.24990224838256836
0.8653094172477722,0.3567432165145874,0.8946502208709717,0.27593353390693665
0.8566027283668518,0.41635048389434814,0.9103395342826843,0.2367837280035019
0.8612582683563232,0.3779315948486328,0.9107510447502136,0.22556863725185394
0.8610396385192871,0.3791036009788513,0.9088477492332458,0.2396448254585266
0.8610139489173889,0.37115877866744995,0.9165123701095581,0.21868941187858582
0.86453777551651,0.3556017279624939,0.9098250865936279,0.22582656145095825
0.8661839365959167,0.37661486864089966,0.8831275701522827,0.31496042013168335
0.8531689047813416,0.44385507702827454,0.917438268661499,0.21978741884231567
0.8689104318618774,0.3543001115322113,0.9174897074699402,0.21787945926189423
0.8555481433868408,0.47065842151641846,0.9070987701416016,0.24062766134738922
0.8639590740203857,0.36380597949028015,0.911831259727478,0.22746534645557404
0.8594706654548645,0.4145822525024414,0.9076645970344543,0.24680957198143005
0.8650393486022949,0.3969268798828125,0.9149691462516785,0.2243519425392151
0.8632002472877502,0.4093204736709595,0.9144547581672668,0.22701521217823029
0.8705952167510986,0.33680638670921326,0.9168210029602051,0.2139364331960678
0.8701193332672119,0.34753158688545227,0.9026234745979309,0.2432253509759903
0.8629688024520874,0.38534218072891235,0.907561719417572,0.2381308674812317
0.8650907874107361,0.4080671966075897,0.8923354148864746,0.27867117524147034
0.865592360496521,0.37553486227989197,0.9086934328079224,0.22324703633785248
0.8671356439590454,0.3609367609024048,0.9007201790809631,0.2441082000732422
0.8703251481056213,0.3610401451587677,0.9058641791343689,0.23935368657112122
0.8676500916481018,0.36206111311912537,0.9152263402938843,0.2203221172094345
0.8717912435531616,0.32993146777153015,0.9178497791290283,0.21428991854190826
0.8656823635101318,0.35893067717552185,0.9154320955276489,0.21200031042099
0.8714311718940735,0.3445265591144562,0.9067386984825134,0.2334742695093155
0.8706466555595398,0.3421557545661926,0.9203703999519348,0.20968087017536163
0.8680487871170044,0.37832847237586975,0.9196501970291138,0.20899608731269836
0.8691676259040833,0.3716401159763336,0.9093106985092163,0.2750890254974365
0.8670456409454346,0.44338715076446533,0.9111111164093018,0.2244853973388672
0.8723700046539307,0.3448094129562378,0.9173868298530579,0.21067459881305695
0.8740547299385071,0.3358480632305145,0.9184156656265259,0.21332117915153503
